사업자등록번호,기업명,대표자명,code,분류명,c_index,c_name
1472400080,보스턴커피,김효근,56,음식점 및 주점업,56,음식점
1472900182,서교씨티,김승곤,68,부동산업,68,부동산업
1473900051,네네치킨상암점,정성철,56,음식점 및 주점업,56,음식점
1474200406,가온텔레콤,정연창,46,도매 및 상품 중개업,45,도소매업
1475200026,태성이엔지,강정민,58,출판업,58,정보통신업
1475700128,유주얼에딧,김양국,47,소매업; 자동차 제외,45,도소매업
1478100481,(주)뷰티앤뷰코리아,우인식,47,소매업; 자동차 제외,45,도소매업
1478100540,(주)커넥트플러스,이한욱,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1478500437,수협은행연희로지점,김근수,64,금융업,64,금융 및 보험
1478700090,(주)유진엔지니어링,유진만,42,전문직별 공사업,41,건설업
1478700256,(주)식스랩,신주영,63,정보서비스업,58,정보통신업
1478700483,(주)종합건축사사무소림,성기관,72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",70,전문과학기술업
1478700858,(주)훈테크,정병귀,46,도매 및 상품 중개업,45,도소매업
1478800082,(주)인디브,신영훈,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1478800291,(주)하람이엔씨,강수현,42,전문직별 공사업,41,건설업
1478800423,제이정보기술(주),이승희,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1480900095,도원토건,최종권,41,종합 건설업,41,건설업
1481100443,지인피씨방,이장미,91,스포츠 및 오락관련 서비스업,90,관광산업
1481101025,비파트너,김인화,47,소매업; 자동차 제외,45,도소매업
1481900075,대호산업,이중로,41,종합 건설업,41,건설업
1482301014,호랑이카레,정해욱,56,음식점 및 주점업,56,음식점
1482700798,응급실국물떡볶이서울광흥창역점,안혜영,56,음식점 및 주점업,56,음식점
1487300117,영진산업,이영식,41,종합 건설업,41,건설업
1487800145,모모당,강헌모,56,음식점 및 주점업,56,음식점
1488102046,세종종합건설(주),한철수,41,종합 건설업,41,건설업
1488600252,(주)디자인나스,전효성,85,교육 서비스업,85,교육
1488600534,(주)지평스페이스,이중엽,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26,기기류 제조업
1488600586,(주)네츄럴굿띵스,김수안,10,식료품 제조업,10,식음료 제조업
1488601116,(주)제타솔루션즈,이경훈,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26,기기류 제조업
1488700846,(주)디벨류,엄기철,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1488801371,(주)메이커빌,정병준,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1488801497,행복한울(주),신상규,75,사업 지원 서비스업,74,사업관리지원
1488801712,(주)에스엔비건축사사무소,배성준외 1명,72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",70,전문과학기술업
1490101562,팬앤포,김진호,56,음식점 및 주점업,56,음식점
1490200240,해맑은약국,허해숙,47,소매업; 자동차 제외,45,도소매업
1490400583,대성하우징,이용선,41,종합 건설업,41,건설업
1491500027,우신건기,김복득,41,종합 건설업,41,건설업
1493800588,멍이방앗간,박나래,47,소매업; 자동차 제외,45,도소매업
1494100860,제이에스텔레콤,김진석,47,소매업; 자동차 제외,45,도소매업
1494200343,진모바일,이수진,47,소매업; 자동차 제외,45,도소매업
1498100022,(주)대승네트웍스,박중수,42,전문직별 공사업,41,건설업
1498100056,(주)쿨샤,유현택,28,전기장비 제조업,26,기기류 제조업
1498100906,(주)아이피지컴퍼니,김준희,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1498600051,(주)아름드리,조은주,58,출판업,58,정보통신업
1498600987,(주)라오시스,신근호,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1498601308,(주)소어텍,김세종,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1498700873,(주)마이코어데이타,남승준,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1498700927,(주)아소정에프앤지,김영주,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1498800472,(주)엑소코바이오,조병성,70,연구개발업,70,전문과학기술업
1499600443,큰입이축산마을,김연희,47,소매업; 자동차 제외,45,도소매업
1500200110,우진전기,최종현,41,종합 건설업,41,건설업
1500601290,호텔식당,신성균,56,음식점 및 주점업,56,음식점
1500697063,현대문화사,김성배,75,사업 지원 서비스업,74,사업관리지원
1501345447,컴이오,김규명,47,소매업; 자동차 제외,45,도소매업
1501501593,에이치케이,김희균,58,출판업,58,정보통신업
1501743170,주문진항,김유선,56,음식점 및 주점업,56,음식점
1501819599,마라향,심경석,56,음식점 및 주점업,56,음식점
1502073863,소신,신효수,56,음식점 및 주점업,56,음식점
1502087595,클로이커뮤니케이션,장미영,71,전문 서비스업,70,전문과학기술업
1502094475,가다교역,황영운,46,도매 및 상품 중개업,45,도소매업
1504156670,세원부동산,이광석,68,부동산업,68,부동산업
1504900186,컴플렉스2,유승범,56,음식점 및 주점업,56,음식점
1505000144,다원시큐리티,황연,47,소매업; 자동차 제외,45,도소매업
1508101598,(주)케이투비,이창석,58,출판업,58,정보통신업
1508600764,삼구개발(주),김태완,41,종합 건설업,41,건설업
1508700397,(주)티앤블루랩,김영찬,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1508700441,(주)바로서비스,정제영,61,우편 및 통신업,58,정보통신업
1508700946,(주)미소산업,곽선화외 1명,41,종합 건설업,41,건설업
1508701950,(주)이지안,지창훈,42,전문직별 공사업,41,건설업
1508802131,레터스코리아(주),김길환,10,식료품 제조업,10,식음료 제조업
1509045623,북마니,유억순,47,소매업; 자동차 제외,45,도소매업
1510301609,보배닷유어스,안재원,47,소매업; 자동차 제외,45,도소매업
1511000379,아이디디자인,김선민,41,종합 건설업,41,건설업
1512200862,서부시스템,이상혁,41,종합 건설업,41,건설업
1512700417,정통신,최현정,47,소매업; 자동차 제외,45,도소매업
1512700571,토킹어바웃,김현우,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1512700800,낙타통신,김재영,47,소매업; 자동차 제외,45,도소매업
1514900535,비타민텔레콤,한영준,47,소매업; 자동차 제외,45,도소매업
1516200311,하나통신,이현섭,47,소매업; 자동차 제외,45,도소매업
1518100011,(주)피에이씨,한동훈,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1518101816,(주)드림플로우,조나래,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1518600393,코트랙(주),황소영,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1518600578,아토플래닛(주),김대환,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1518701332,(주)퍼블릭캠프,박재영,10,식료품 제조업,10,식음료 제조업
1518801208,미성산업(주),김도영,41,종합 건설업,41,건설업
1519000478,송송책방,김송은,58,출판업,58,정보통신업
1520301219,신안공조,김현우,42,전문직별 공사업,41,건설업
1520900890,일신정육식당,이승훈,56,음식점 및 주점업,56,음식점
1521400666,제이에스엔지니어링,함재성,41,종합 건설업,41,건설업
1521500440,드림키즈,김연주,58,출판업,58,정보통신업
1522001220,멜팅서울,이민아,47,소매업; 자동차 제외,45,도소매업
1522501206,바나나돼지,신현정,56,음식점 및 주점업,56,음식점
1522700138,더원,천명옥,41,종합 건설업,41,건설업
1522900409,쿠치나,신철희,47,소매업; 자동차 제외,45,도소매업
1523200210,라인시스템,김대연,41,종합 건설업,41,건설업
1523700141,바바모바일,박노현,47,소매업; 자동차 제외,45,도소매업
1528100144,(주)프라이피,김진언,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1528100580,엔에스건설(주),이영희,41,종합 건설업,41,건설업
1528100969,(주)닥터하우스,송성근,46,도매 및 상품 중개업,45,도소매업
1528500365,갤러리나인,박정욱,72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",70,전문과학기술업
1528501331,(주)비룡,이주형,47,소매업; 자동차 제외,45,도소매업
1528600998,(주)디플레이,이장현,71,전문 서비스업,70,전문과학기술업
1528601982,(주)유노스,박종훈,58,출판업,58,정보통신업
1528700637,(주)태림에프앤씨,김승원,42,전문직별 공사업,41,건설업
1528800027,(주)콘텐츠오션,송창화,59,영상.오디어 기록물 제작 및 배급업,58,정보통신업
1528800065,(주)그레이트텍,박정한,28,전기장비 제조업,26,기기류 제조업
1528800385,대진통신(주),김민철,42,전문직별 공사업,41,건설업
1530300644,꿀통신,양재민,47,소매업; 자동차 제외,45,도소매업
1530701317,장끼전,천태우,56,음식점 및 주점업,56,음식점
1530701563,아코아이리스,김진,47,소매업; 자동차 제외,45,도소매업
1530900554,응급실국물떡볶이서교점,김동철,56,음식점 및 주점업,56,음식점
1531500860,엘리트핏24,최정원,96,기타 개인 서비스업,95,AS
1531700904,베이바이허슬기민트점,조남경,96,기타 개인 서비스업,95,AS
1531900043,피알제이,박진희,84,"공공 행정, 국방 및 사회보장 행정",84,공공 행정
1532400300,모아자원,서성금,41,종합 건설업,41,건설업
1532700198,홍대돈까스,이재호,56,음식점 및 주점업,56,음식점
1533100220,태산,임왕선,41,종합 건설업,41,건설업
1533200381,다온중기,최윤수,42,전문직별 공사업,41,건설업
1533500155,이지소프트,문원주,58,출판업,58,정보통신업
1533800665,주영전기,나리,42,전문직별 공사업,41,건설업
1534000300,넉탐,안세룡,56,음식점 및 주점업,56,음식점
1534100063,소감,진성미,47,소매업; 자동차 제외,45,도소매업
1534500023,스틸월드와이드,,14,"의복, 의복 액세서리 및 모피제품 제조업",13,패션 제조업
1534900074,대복,전재구,68,부동산업,68,부동산업
1536100310,칼라스,박선정,47,소매업; 자동차 제외,45,도소매업
1537100134,하코야메세나폴리스,박영식,56,음식점 및 주점업,56,음식점
1538100865,티앤피(주),윤형준,42,전문직별 공사업,41,건설업
1538101660,블루탑(주),이인수,42,전문직별 공사업,41,건설업
1538600458,(주)채움과사람들,김동희,58,출판업,58,정보통신업
1538700080,한울통신(주),김미자,42,전문직별 공사업,41,건설업
1538700116,대지정보통신(주),성환문,42,전문직별 공사업,41,건설업
1538701153,(주)우조엔터테인먼트,박우진,47,소매업; 자동차 제외,45,도소매업
1538800087,(주)파이낸셜리뷰,전수용,58,출판업,58,정보통신업
1538800369,(주)엠테크,유훈,59,영상.오디어 기록물 제작 및 배급업,58,정보통신업
1538800942,(주)네오아이티,강미선,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1540200470,동화메탈,백민호,41,종합 건설업,41,건설업
1540300292,비케이건설,최경미,41,종합 건설업,41,건설업
1540900033,아이피,신승철,42,전문직별 공사업,41,건설업
1541500112,서원냉열,김승현,42,전문직별 공사업,41,건설업
1541500882,효원엔지니어링,김현수,42,전문직별 공사업,41,건설업
1541800942,모리스프라이데이,유혜림,47,소매업; 자동차 제외,45,도소매업
1541900672,비어트립,김용순,56,음식점 및 주점업,56,음식점
1542000061,부자인테리어,정석주,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1542001186,유어데일리컴퍼니,김강근,47,소매업; 자동차 제외,45,도소매업
1542700304,애드나인,윤주희,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1542800655,우진건설,김태희,41,종합 건설업,41,건설업
1543600193,토림건설,이진범,41,종합 건설업,41,건설업
1548100117,(주)엠제이산업개발,조성돈,41,종합 건설업,41,건설업
1548100795,(주)케이엘큐브,김종화,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1548101004,(주)신일개발,문종식외 1명,41,종합 건설업,41,건설업
1548101381,(주)위넥서스,박은찬,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1548601692,(주)한성건설,장방원,41,종합 건설업,41,건설업
1548701078,(주)피플체인스,김정원,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1548800095,(주)엠비즈플래닛,이병무,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1548800585,드림마크원(주),유지창,61,우편 및 통신업,58,정보통신업
1548800722,(주)와이제이코어,현영재,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26,기기류 제조업
1548800964,(주)아크컴퍼니,박재홍,47,소매업; 자동차 제외,45,도소매업
1548800979,(주)투비넥스트,김길태,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1548801527,(주)에이프러스,신광섭,46,도매 및 상품 중개업,45,도소매업
1550100442,자코레코드,이지은,90,"창작, 예술 및 여가관련 서비스업",90,관광산업
1551000032,윈윈트레이드,김진의,46,도매 및 상품 중개업,45,도소매업
1551501472,엠제이소프트,박미진,58,출판업,58,정보통신업
1552600824,하자보스,박우주,58,출판업,58,정보통신업
1553500184,핑크몬스터,전지혜,47,소매업; 자동차 제외,45,도소매업
1554500295,공간이야기,신명숙,41,종합 건설업,41,건설업
1555900026,씨앤씨건축,최경환,41,종합 건설업,41,건설업
1557000282,에이치케이,이헌경,46,도매 및 상품 중개업,45,도소매업
1557300037,포냐향,김윤호,56,음식점 및 주점업,56,음식점
1558100537,(주)업드림코리아,이지웅,47,소매업; 자동차 제외,45,도소매업
1558100895,(주)블루바이저,황용국,58,출판업,58,정보통신업
1558600662,(주)밸류링크유,남영수,52,창고 및 운송관련 서비스업,49,운수 및 창고업
1558600681,(주)에이몬소프트,이길호,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1558600814,(주)아날로그라이프,김형채,75,사업 지원 서비스업,74,사업관리지원
1558600959,(주)히즈,권윤정,75,사업 지원 서비스업,74,사업관리지원
1558601206,(주)티크,임유경,71,전문 서비스업,70,전문과학기술업
1558700733,(주)케이에이치홀딩스,김용술,47,소매업; 자동차 제외,45,도소매업
1558701159,(주)제이더블유디앤씨,서장욱,41,종합 건설업,41,건설업
1558701799,(주)선진사회정책연구원,박동명,72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",70,전문과학기술업
1558800725,(주)노바코어,김도훈외 1명,58,출판업,58,정보통신업
1558801156,(주)레파나이,윤계영,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1558801229,(주)욜로히치,최근영,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1560200966,살롱드제니,차영은,96,기타 개인 서비스업,95,AS
1560700355,명성중기,최정훈,42,전문직별 공사업,41,건설업
1560701295,온기,김수진,47,소매업; 자동차 제외,45,도소매업
1560900325,태웅석재,최정웅,41,종합 건설업,41,건설업
1561400353,두현이엔씨,김두현,41,종합 건설업,41,건설업
1561501081,네모기획,김동현,58,출판업,58,정보통신업
1561700878,청록양식,점휘도,56,음식점 및 주점업,56,음식점
1564200152,두인마땡,손명진,47,소매업; 자동차 제외,45,도소매업
1564800192,미스터브릭,배일환,56,음식점 및 주점업,56,음식점
1566000044,드림개발,남상욱,41,종합 건설업,41,건설업
1568100883,(주)가치공간,김성현,71,전문 서비스업,70,전문과학기술업
1568600554,(주)블루종합건설,이찬,41,종합 건설업,41,건설업
1568600909,(주)위대한탄생,김영국,59,영상.오디어 기록물 제작 및 배급업,58,정보통신업
1568601306,(유)창성,유광문,41,종합 건설업,41,건설업
1568700755,(주)넥스트리,허진호,41,종합 건설업,41,건설업
1568701360,(주)레인보우,강승윤,42,전문직별 공사업,41,건설업
1568800029,(주)정원,윤한명,58,출판업,58,정보통신업
1570200538,씨엘앤코,조명광,71,전문 서비스업,70,전문과학기술업
1570600104,태웅산업,정은희,41,종합 건설업,41,건설업
1571100414,대성에너지,노학승,42,전문직별 공사업,41,건설업
1571300214,유심스타,이희용,46,도매 및 상품 중개업,45,도소매업
1572200176,그린라이트2,이웅일,56,음식점 및 주점업,56,음식점
1572300116,디오포스,도승환,47,소매업; 자동차 제외,45,도소매업
1572400108,공간테크,홍용웅,41,종합 건설업,41,건설업
1573600080,봉봉헤어살롱,이재일,96,기타 개인 서비스업,95,AS
1575500155,하람스타코,이승현,41,종합 건설업,41,건설업
1578100455,다함엔터테인먼트(주),김주엽,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1578600130,(주)프라임테크,김윤주,28,전기장비 제조업,26,기기류 제조업
1578600367,(주)깃컴퍼니,박성민,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1578600426,에프진(주),권영모,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1578600483,(주)판게아,곽진,63,정보서비스업,58,정보통신업
1578600601,(주)제주커머스,한다현,63,정보서비스업,58,정보통신업
1578600654,(주)에스엔케이,박종규,64,금융업,64,금융 및 보험
1578600784,(주)동남,한범진,42,전문직별 공사업,41,건설업
1578601686,서우종합건설(주),은응경,41,종합 건설업,41,건설업
1578700476,(주)동양연합엔지니어링,이상희,63,정보서비스업,58,정보통신업
1578700781,다우건설(주),오동진,41,종합 건설업,41,건설업
1578800212,(주)도그메이트,이하영,96,기타 개인 서비스업,95,AS
1578800717,(주)범아,이태원,42,전문직별 공사업,41,건설업
1578800833,(주)자이트론,허성민,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1578801680,(주)도원,조명숙,41,종합 건설업,41,건설업
1580900016,한진종합중기,이용규,42,전문직별 공사업,41,건설업
1580900471,나노정보기술,신수환,42,전문직별 공사업,41,건설업
1581001248,고찌,김재명,56,음식점 및 주점업,56,음식점
1582700058,정원에스테틱,성정원,47,소매업; 자동차 제외,45,도소매업
1583300331,호스테이지,최재호,47,소매업; 자동차 제외,45,도소매업
1583400279,진성이엔지,박진성,42,전문직별 공사업,41,건설업
1583600351,에이스플러스,남동근,41,종합 건설업,41,건설업
1585900063,무설탕빈티지,손탐나,47,소매업; 자동차 제외,45,도소매업
1585900160,아소비바,남궁철,56,음식점 및 주점업,56,음식점
1588100220,(주)더모모야,권혁만,56,음식점 및 주점업,56,음식점
1588100439,(주)패스앤트립,박재홍,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1588100671,(주)가온파트너스,지익진,41,종합 건설업,41,건설업
1588101059,(주)뷰티큐어글로벌,이기용,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1588500378,아성크린후로텍(주),김형수,68,부동산업,68,부동산업
1588601603,(주)위드소프트,김형준,58,출판업,58,정보통신업
1588700329,(주)토브종합건설,최기종,41,종합 건설업,41,건설업
1588700557,기술법인제이티에스(유),임태형,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1588800438,(주)썸코,한규선,58,출판업,58,정보통신업
1590301132,한그릇식탁,박형주,56,음식점 및 주점업,56,음식점
1590301374,에이스이엔씨,이동수,42,전문직별 공사업,41,건설업
1591400691,경동공인중개사사무소,김현숙,68,부동산업,68,부동산업
1591700237,빔캠프,김지연,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1592100137,에이치엠모바일,신진아,47,소매업; 자동차 제외,45,도소매업
1593000352,홍콩반점,김길순,56,음식점 및 주점업,56,음식점
1593200680,블루윙시스템,노상은,42,전문직별 공사업,41,건설업
1593900127,엘리모바일,배준영,47,소매업; 자동차 제외,45,도소매업
1594200258,미르디자인,고재수,41,종합 건설업,41,건설업
1594800018,모글,박정은,47,소매업; 자동차 제외,45,도소매업
1597600122,필인테리어,서은미,41,종합 건설업,41,건설업
1598100539,대성산업(주),정선영,42,전문직별 공사업,41,건설업
1598601552,(주)디림건축사사무소,김선현,72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",70,전문과학기술업
1598601794,인비저블아이디어(주),윤언식,47,소매업; 자동차 제외,45,도소매업
1598700040,(주)씨앤에이테크,김완중,41,종합 건설업,41,건설업
1598700394,(주)파울러스,김경신,59,영상.오디어 기록물 제작 및 배급업,58,정보통신업
1598800218,(주)성진테크,이석우,42,전문직별 공사업,41,건설업
1599900738,헤엄출판사,이슬아,58,출판업,58,정보통신업
1600200102,도도미용실,윤미희,96,기타 개인 서비스업,95,AS
1600601550,휴대폰클라쓰,신재명,47,소매업; 자동차 제외,45,도소매업
1600901212,코카이라멘,서성해,56,음식점 및 주점업,56,음식점
1601200493,에스티,나성한,47,소매업; 자동차 제외,45,도소매업
1601400764,비제이바이오,한재욱,46,도매 및 상품 중개업,45,도소매업
1601800501,뚜레쥬르서강신수점,유광희,56,음식점 및 주점업,56,음식점
1602000858,남경정보통신,이강승,41,종합 건설업,41,건설업
1602100379,하늘시스템,문선,42,전문직별 공사업,41,건설업
1603200171,가온모바일,김유아,47,소매업; 자동차 제외,45,도소매업
1603800703,동하소프트,김선혜,58,출판업,58,정보통신업
1604400271,또또칼국수,박한힘,56,음식점 및 주점업,56,음식점
1604600237,마스터핸드,반정미,96,기타 개인 서비스업,95,AS
1605600196,맥코이,허인순,68,부동산업,68,부동산업
1607200099,인화전자,서명혜,42,전문직별 공사업,41,건설업
1608100034,(주)시큐어티앤에스,박병은,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1608100107,지엘건부(주),김양희,46,도매 및 상품 중개업,45,도소매업
1608100238,올웨이즈앤트레이드(주),장영철,46,도매 및 상품 중개업,45,도소매업
1608100596,웰스프링(주),이상효,33,기타 제품 제조업,32,단순 제조업
1608101047,(주)그린정보시스템,이범민,46,도매 및 상품 중개업,45,도소매업
1608600363,(주)테크다스,고홍철,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1608600776,(주)싸이펨,민제홍,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1608601663,덕양(주),김중보,42,전문직별 공사업,41,건설업
1608601682,(주)티에스원,최재영,46,도매 및 상품 중개업,45,도소매업
1608700623,(주)게티이미지코리아,박건원,63,정보서비스업,58,정보통신업
1608701092,(주)루갈,허응구,46,도매 및 상품 중개업,45,도소매업
1608800431,(주)마케팅위너,황윤미,71,전문 서비스업,70,전문과학기술업
1608801390,(주)다현종합건설,김영수,41,종합 건설업,41,건설업
1609800027,공부잘하는영어교습소,채원종,85,교육 서비스업,85,교육
1610200629,아이웰,이유진,47,소매업; 자동차 제외,45,도소매업
1610400230,대원문고,윤선미,58,출판업,58,정보통신업
1610700115,럭키정보통신,최욱희,63,정보서비스업,58,정보통신업
1611300528,다올샵,박종필,58,출판업,58,정보통신업
1612400048,드림기초,김용상,41,종합 건설업,41,건설업
1613800142,영창빌딩,노혜경,68,부동산업,68,부동산업
1615500381,위너,김형태,46,도매 및 상품 중개업,45,도소매업
1616000309,카와,하강웅,56,음식점 및 주점업,56,음식점
1618100041,(주)투니플레이,이재용,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1618100060,제이비즈,좌홍선,41,종합 건설업,41,건설업
1618100740,(주)그림형제,김연수,59,영상.오디어 기록물 제작 및 배급업,58,정보통신업
1618100871,에이스아이티(주),신준경,42,전문직별 공사업,41,건설업
1618100982,(주)건담앤컴퍼니,이상현,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1618101206,(주)다움종합건설,김대영,41,종합 건설업,41,건설업
1618200257,(사)신촌문화정치연구그룹,이준형,94,협회 및 단체,94,협회
1618601540,모아건설(주),정조원,41,종합 건설업,41,건설업
1618700117,(주)한국경제위원회,김기훈,71,전문 서비스업,70,전문과학기술업
1618700290,(주)피티아코리아,박경애,46,도매 및 상품 중개업,45,도소매업
1618700500,(주)대한석면환경,김영자,42,전문직별 공사업,41,건설업
1618700607,(주)레벨13,권순영,58,출판업,58,정보통신업
1618800356,(주)에스이엔지,임세완,42,전문직별 공사업,41,건설업
1618800642,(주)까미,조희섭,63,정보서비스업,58,정보통신업
1618800680,(주)빅마인드그룹,하태언,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1618801132,(주)에스지아이,윤석훈,46,도매 및 상품 중개업,45,도소매업
1620101449,빅토리인터내셔널,김재영,46,도매 및 상품 중개업,45,도소매업
1620200786,공간디자인,김동찬,41,종합 건설업,41,건설업
1620800226,컨설팅바이빈,김원빈,85,교육 서비스업,85,교육
1620801453,아즈나요가,이환희,85,교육 서비스업,85,교육
1621100018,하나테크,이상준,41,종합 건설업,41,건설업
1621700738,달을쏘다,최소라,56,음식점 및 주점업,56,음식점
1622000233,바로스틸,김태형,46,도매 및 상품 중개업,45,도소매업
1622400075,갤럭시에스엠,고희성,47,소매업; 자동차 제외,45,도소매업
1622800302,프로젝트2,조웅재,18,인쇄 및 기록매체 복제업,17,출판 관련 제조업
1623900195,대보스톤,강혜옥,42,전문직별 공사업,41,건설업
1626600115,두원,이순원,41,종합 건설업,41,건설업
1627600259,폰샵,김희진,47,소매업; 자동차 제외,45,도소매업
1628100457,(주)씨밸류씨앤에스,김영봉,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1628600127,(주)더케이,최정섭,46,도매 및 상품 중개업,45,도소매업
1628700444,(주)휴먼매니지먼트컴퍼니,강민정,63,정보서비스업,58,정보통신업
1628701410,(주)그린파워,김기태,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26,기기류 제조업
1628800325,(주)지식과사업,이은숙,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1628800965,(주)클래스써틴,김다빈외 2명,71,전문 서비스업,70,전문과학기술업
1629700216,메이븐,강수진,58,출판업,58,정보통신업
1630100929,텔레맨,김병곤,59,영상.오디어 기록물 제작 및 배급업,58,정보통신업
1630200038,선진텔레콤,김선근,47,소매업; 자동차 제외,45,도소매업
1630800573,티키타코,이승준,55,숙박업,55,숙박업
1631600879,중앙시스템,박호성,58,출판업,58,정보통신업
1632400156,대화마트,LEEYUHLAN,47,소매업; 자동차 제외,45,도소매업
1632600470,제이앤제이하우스,김정자,41,종합 건설업,41,건설업
1632700332,삼일엔지니어링,서영순,41,종합 건설업,41,건설업
1633600047,투제이,정기태,47,소매업; 자동차 제외,45,도소매업
1634100100,일우설비,김성일,41,종합 건설업,41,건설업
1634100487,유니온,박경자,58,출판업,58,정보통신업
1636200027,서진개발,김현주,41,종합 건설업,41,건설업
1636300024,배스킨라빈스합정역점,송영현,56,음식점 및 주점업,56,음식점
1638100033,(주)신우하이테크,정경선,41,종합 건설업,41,건설업
1638101819,대원건설(주),김기중,42,전문직별 공사업,41,건설업
1638131443,(주)케이제이산업개발,김휘주,41,종합 건설업,41,건설업
1638500744,(주)요거프레소,최민호,68,부동산업,68,부동산업
1638600775,(주)위더스랩,고은영,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1638701368,(주)코멘터리사무소,박은혜외  1명,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1638701539,(주)뉴잇,정은경,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1638701602,(주)꿈소프트,서훈정,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1640300023,와이비빌딩,김봉관,68,부동산업,68,부동산업
1640600801,원일토목,허운영,41,종합 건설업,41,건설업
1640601440,휴대폰프라자,박은길,47,소매업; 자동차 제외,45,도소매업
1640900160,에이원정보통신,김중근,42,전문직별 공사업,41,건설업
1642300899,우주,이현석,56,음식점 및 주점업,56,음식점
1645200389,태양통신,,47,소매업; 자동차 제외,45,도소매업
1645400044,마이셀럽,박연정,47,소매업; 자동차 제외,45,도소매업
1647200107,웍훼이,허정훈,55,숙박업,55,숙박업
1647600181,디에이치테크,이상도,42,전문직별 공사업,41,건설업
1648101127,(주)굿모닝,김효성,63,정보서비스업,58,정보통신업
1648101132,고성개발산업(주),이부휘,41,종합 건설업,41,건설업
